Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan,,% Male_0_4,% Male_5_11,% Male_12_17,% Male_60,% Female_0_4,% Female_5_11,% Female_12_17,% Female_18_59,% Female_60
Kobe,Ethiopia,41.7469,4.481,10/6/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=459.pdf&name=Dollo_Ado_Population_Statistics_06_Oct_2011.pdf,25686,5849,3394,4051,1413,390,3210,3704,1195,4842,380,,,,,,,13.21,15.77,5.5,1.52,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,10/6/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=459.pdf&name=Dollo_Ado_Population_Statistics_06_Oct_2011.pdf,21966,5165,2949,3379,1227,256,2846,3331,1116,4175,236,,,,,,,13.43,15.38,5.59,1.17,12.96,15.16,5.08,19.01,1.07
Melkadida,Ethiopia,41.703053,4.523053,10/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=460.pdf&name=Dollo_Ado_Population_Statistics_07_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,,,14.1,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,10/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=460.pdf&name=Dollo_Ado_Population_Statistics_07_Oct_2011.pdf,37667,9453,4451,6114,2476,401,4453,5865,2133,7325,378,,,,,,,11.82,16.23,6.57,1.06,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,10/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=460.pdf&name=Dollo_Ado_Population_Statistics_07_Oct_2011.pdf,25686,5849,3394,4051,1413,390,3210,3704,1195,4842,380,,,,,,,13.21,15.77,5.5,1.52,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,10/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=460.pdf&name=Dollo_Ado_Population_Statistics_07_Oct_2011.pdf,21966,5165,2949,3379,1227,256,2846,3331,1116,4175,236,,,,,,,13.43,15.38,5.59,1.17,12.96,15.16,5.08,19.01,1.07
Melkadida,Ethiopia,41.703053,4.523053,10/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=444.pdf&name=Dollo_Ado_Population_Statistics_05_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,,,14.1,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,10/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=444.pdf&name=Dollo_Ado_Population_Statistics_05_Oct_2011.pdf,37667,9453,4451,6114,2476,401,4453,5865,2133,7325,378,,,,,,,11.82,16.23,6.57,1.06,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,10/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=444.pdf&name=Dollo_Ado_Population_Statistics_05_Oct_2011.pdf,25686,5849,3394,4051,1413,390,3210,3704,1195,4842,380,,,,,,,13.21,15.77,5.5,1.52,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,10/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=444.pdf&name=Dollo_Ado_Population_Statistics_05_Oct_2011.pdf,21966,5165,2949,3379,1227,256,2846,3331,1116,4175,236,,,,,,,13.43,15.38,5.59,1.17,12.96,15.16,5.08,19.01,1.07
Melkadida,Ethiopia,41.703053,4.523053,10/4/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=435.pdf&name=Dollo_Ado_Population_Statistics_04_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,,,14.1,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,10/4/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=435.pdf&name=Dollo_Ado_Population_Statistics_04_Oct_2011.pdf,37667,9453,4451,6114,2476,401,4453,5865,2133,7325,378,,,,,,,11.82,16.23,6.57,1.06,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,10/4/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=435.pdf&name=Dollo_Ado_Population_Statistics_04_Oct_2011.pdf,25686,5849,3394,4051,1413,390,3210,3704,1195,4842,380,,,,,,,13.21,15.77,5.5,1.52,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,10/4/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=435.pdf&name=Dollo_Ado_Population_Statistics_04_Oct_2011.pdf,21966,5165,2949,3379,1227,256,2846,3331,1116,4175,236,,,,,,,13.43,15.38,5.59,1.17,12.96,15.16,5.08,19.01,1.07
Melkadida,Ethiopia,41.703053,4.523053,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,,,14.1,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,37667,9453,4452,6114,2476,401,4453,5865,2133,7325,378,,,,,,,11.82,16.23,6.57,1.06,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,25687,5850,3395,4050,1413,389,3210,3704,1195,4843,380,,,,,,,13.22,15.77,5.5,1.51,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,10/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,20846,4908,2796,3225,1161,244,2678,3124,1064,3961,226,,,,,,,13.41,15.47,5.57,1.17,12.85,14.99,5.1,19,1.08
Melkadida,Ethiopia,41.703053,4.523053,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,40065,9905,5651,6275,2155,425,5460,6018,2157,7653,431,,,,,,,14.1,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,37667,9453,4452,6114,2476,401,4453,5865,2133,7325,378,,,,,,,11.82,16.23,6.57,1.06,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,25687,5850,3395,4050,1413,389,3210,3704,1195,4843,380,,,,,,,13.22,15.77,5.5,1.51,12.5,14.42,4.65,18.85,1.48
Helawein,Ethiopia,41.8622,4.369878,9/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=413.pdf&name=Dollo_Ado_Population_Statistics_01_Oct_2011.pdf,20846,4908,2796,3225,1161,244,2678,3124,1064,3961,226,,,,,,,13.41,15.47,5.57,1.17,12.85,14.99,5.1,19,1.08
Melkadida,Ethiopia,41.703053,4.523053,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,40060,9900,5651,6275,2154,424,5460,6018,2156,7653,431,,,,,,,14.11,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,37652,9446,4450,6114,2471,401,4451,5863,2132,7324,378,,,,,,,11.82,16.24,6.56,1.07,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,25616,5846,3354,4051,1413,388,3182,3704,1195,4844,380,,,,,,,13.09,15.81,5.52,1.51,12.42,14.46,4.67,18.91,1.48
Helawein,Ethiopia,41.8622,4.369878,9/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=407.pdf&name=Dollo_Ado_Population_Statistics_29_Sep_2011.pdf,20824,4901,2794,3222,1159,244,2672,3124,1062,3957,226,,,,,,,13.42,15.47,5.57,1.17,12.83,15,5.1,19,1.09
Melkadida,Ethiopia,41.703053,4.523053,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,40060,9900,5651,6275,2154,424,5460,6018,2156,7653,431,,,,,,,14.11,15.66,5.38,1.06,13.63,15.02,5.38,19.1,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,37667,9449,4452,6115,2471,401,4453,5866,2132,7328,378,,,,,,,11.82,16.23,6.56,1.06,11.82,15.57,5.66,19.45,1
Kobe,Ethiopia,41.7469,4.481,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,25611,5859,3340,4055,1415,388,3166,3705,1198,4850,380,,,,,,,13.04,15.83,5.52,1.51,12.36,14.47,4.68,18.94,1.48
Helawein,Ethiopia,41.8622,4.369878,9/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=400.pdf&name=Dollo_Ado_Population_Statistics_28_Sep_2011.pdf,20774,4882,2787,3212,1157,244,2668,3122,1059,3948,226,,,,,,,13.42,15.46,5.57,1.17,12.84,15.03,5.1,19,1.09
Melkadida,Ethiopia,41.703053,4.523053,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,39895,9899,5575,6273,2153,424,5378,6018,2156,7661,431,,,,,,,13.97,15.72,5.4,1.06,13.48,15.08,5.4,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,37603,9439,4423,6113,2463,400,4430,5864,2132,7328,378,,,,,,,11.76,16.26,6.55,1.06,11.78,15.59,5.67,19.49,1.01
Kobe,Ethiopia,41.7469,4.481,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,25616,5862,3340,4055,1416,388,3168,3705,1198,4851,380,,,,,,,13.04,15.83,5.53,1.51,12.37,14.46,4.68,18.94,1.48
Helawein,Ethiopia,41.8622,4.369878,9/23/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=376.xls&name=Dollo_Ado_Population_Statistics_23_Sep_2011.xls,20373,4775,2736,3148,1136,242,2618,3057,1040,3871,222,,,,,,,13.43,15.45,5.58,1.19,12.85,15.01,5.1,19,1.09
Melkadida,Ethiopia,41.703053,4.523053,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,39875,9888,5574,6273,2151,424,5373,6018,2154,7647,430,,,,,,,13.98,15.73,5.39,1.06,13.47,15.09,5.4,19.18,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,37603,9439,4423,6113,2469,400,4430,5864,2132,7328,378,,,,,,,11.76,16.26,6.57,1.06,11.78,15.59,5.67,19.49,1.01
Kobe,Ethiopia,41.7469,4.481,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,25604,5853,3340,4055,1416,386,3167,3704,1198,4850,380,,,,,,,13.04,15.84,5.53,1.51,12.37,14.47,4.68,18.94,1.48
Helawein,Ethiopia,41.8622,4.369878,9/22/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=375.xls&name=Dollo_Ado_Population_Statistics_22_Sep_2011.xls,20374,4776,2736,3148,1136,242,2618,3057,1040,3871,222,,,,,,,13.43,15.45,5.58,1.19,12.85,15,5.1,19,1.09
Melkadida,Ethiopia,41.703053,4.523053,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,39874,9878,5573,6278,2151,421,5371,6019,2153,7649,430,,,,,,,13.98,15.74,5.39,1.06,13.47,15.1,5.4,19.18,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,37585,9433,4423,6113,2469,399,4429,5859,2129,7326,378,,,,,,,11.77,16.26,6.57,1.06,11.78,15.59,5.66,19.49,1.01
Kobe,Ethiopia,41.7469,4.481,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,25637,5864,3340,4057,1421,389,3172,3706,1205,4853,380,,,,,,,13.03,15.82,5.54,1.52,12.37,14.46,4.7,18.93,1.48
Helawein,Ethiopia,41.8622,4.369878,9/19/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=364.xls&name=Dollo_Ado_Population_Statistics_19_Sep_2011.xls,19281,4505,2573,2981,1075,234,2468,2902,983,3664,210,,,,,,,13.34,15.46,5.58,1.21,12.8,15.05,5.1,19,1.09
Melkadida,Ethiopia,41.703053,4.523053,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,39832,9844,5571,6276,2150,421,5370,6019,2153,7649,430,,,,,,,13.99,15.76,5.4,1.06,13.48,15.11,5.41,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,37567,9416,4423,6113,2469,399,4429,5859,2129,7326,378,,,,,,,11.77,16.27,6.57,1.06,11.79,15.6,5.67,19.5,1.01
Kobe,Ethiopia,41.7469,4.481,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,25648,5777,3342,4059,1421,389,3173,3708,1206,4856,380,,,,,,,13.03,15.83,5.54,1.52,12.37,14.46,4.7,18.93,1.48
Helawein,Ethiopia,41.8622,4.369878,9/17/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=357.xls&name=Dollo_Ado_Population_Statistics_17_Sep_2011.xls,17816,4156,2562,2966,1070,234,2456,2889,980,3468,209,,,,,,,14.38,16.65,6.01,1.31,13.79,16.22,5.5,19.47,1.17
Melkadida,Ethiopia,41.703053,4.523053,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,39832,9844,5571,6278,2150,421,5371,6018,2155,7648,430,,,,,,,13.99,15.76,5.4,1.06,13.48,15.11,5.41,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,37567,9416,4422,6113,2468,398,4427,5860,2129,7326,378,,,,,,,11.77,16.27,6.57,1.06,11.78,15.6,5.67,19.5,1.01
Kobe,Ethiopia,41.7469,4.481,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,25623,5777,3352,4073,1429,390,3192,3732,1212,4870,383,,,,,,,13.08,15.9,5.58,1.52,12.46,14.57,4.73,19.01,1.49
Helawein,Ethiopia,41.8622,4.369878,9/14/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=350.xls&name=Dollo_Ado_Population_Statistics_14_Sep_2011.xls,17186,4156,2382,2769,991,220,2252,2678,910,3388,193,,,,,,,13.86,16.11,5.77,1.28,13.1,15.58,5.3,19.71,1.12
Melkadida,Ethiopia,41.703053,4.523053,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,39832,9844,5571,6278,2150,421,5371,6018,2155,7648,430,,,,,,,13.99,15.76,5.4,1.06,13.48,15.11,5.41,19.2,1.08
Bokolmanyo,Ethiopia,41.53275,4.546786,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,37567,9416,4422,6113,2468,398,4427,5860,2129,7326,378,,,,,,,11.77,16.27,6.57,1.06,11.78,15.6,5.67,19.5,1.01
Kobe,Ethiopia,41.7469,4.481,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,25623,5777,3354,4075,1429,392,3192,3730,1212,4874,383,,,,,,,13.09,15.9,5.58,1.53,12.46,14.56,4.73,19.02,1.49
Helawein,Ethiopia,41.8622,4.369878,9/15/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=351.xls&name=Dollo_Ado_Population_Statistics_15_Sep_2011.xls,17816,4156,2394,2784,997,221,2265,2691,912,3408,194,,,,,,,13.44,15.63,5.6,1.24,12.71,15.1,5.12,19.13,1.09
Melkadida,Ethiopia,41.703053,4.523053,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,39833,9843,5571,7669,3434,131,5369,7294,5584,3174,190,,,,,,,13.99,19.25,8.62,0.33,13.48,18.31,14.02,7.97,0.48
Bokolmanyo,Ethiopia,41.53275,4.546786,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,37559,9416,4420,6113,2477,397,4427,5864,2127,7321,378,,,,,,,11.77,16.28,6.59,1.06,11.79,15.61,5.66,19.49,1.01
Kobe,Ethiopia,41.7469,4.481,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,25519,5749,3334,5067,2557,138,3175,4579,3848,1604,107,,,,,,,13.06,19.86,10.02,0.54,12.44,17.94,15.08,6.29,0.42
Helawein,Ethiopia,41.8622,4.369878,9/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=309.xls&name=Dollo_Ado_Population_Statistics_05_Sep_2011.xls,15715,3624,2057,2766,1190,132,1972,2625,1610,1980,99,,,,,,,13.09,17.6,7.57,0.84,12.55,16.7,10.24,12.6,0.63
Melkadida,Ethiopia,41.703053,4.523053,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,39833,9843,5571,7669,3434,131,5369,7294,5584,3174,190,,,,,,,13.99,19.25,8.62,0.33,13.48,18.31,14.02,7.97,0.48
Bokolmanyo,Ethiopia,41.53275,4.546786,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,37559,9416,4420,6113,2477,397,4427,5864,2127,7321,378,,,,,,,11.77,16.28,6.59,1.06,11.79,15.61,5.66,19.49,1.01
Kobe,Ethiopia,41.7469,4.481,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,25519,5749,3334,5067,2557,138,3175,4579,3848,1604,107,,,,,,,13.06,19.86,10.02,0.54,12.44,17.94,15.08,6.29,0.42
Helawein,Ethiopia,41.8622,4.369878,9/3/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=306.xls&name=Dollo_Ado_Population_Statistics_03_Sep_2011(1).xls,15715,3624,2057,2766,1190,132,1972,2625,1610,1980,99,,,,,,,13.09,17.6,7.57,0.84,12.55,16.7,10.24,12.6,0.63
Melkadida,Ethiopia,41.703053,4.523053,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,39833,9843,5571,7669,3434,131,5369,7294,5584,3174,190,,,,,,,13.99,19.25,8.62,0.33,13.48,18.31,14.02,7.97,0.48
Bokolmanyo,Ethiopia,41.53275,4.546786,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,37559,9416,4420,6113,2477,397,4427,5864,2127,7321,378,,,,,,,11.77,16.28,6.59,1.06,11.79,15.61,5.66,19.49,1.01
Kobe,Ethiopia,41.7469,4.481,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,25518,5748,3334,5067,2556,138,3175,4579,3848,1604,107,,,,,,,13.07,19.86,10.02,0.54,12.44,17.94,15.08,6.29,0.42
Helawein,Ethiopia,41.8622,4.369878,9/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=305.xls&name=Dollo_Ado_Population_Statistics_02_Sep_2011(1).xls,14712,3386,1898,2609,1121,126,1834,2478,1560,1805,93,,,,,,,12.9,17.73,7.62,0.86,12.47,16.84,10.6,12.27,0.63
Melkadida,Ethiopia,41.703053,4.523053,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,39825,9836,5571,7669,3431,131,5369,7294,5582,3173,190,,,,,,,13.99,19.26,8.62,0.33,13.48,18.32,14.02,7.97,0.48
Bokolmanyo,Ethiopia,41.53275,4.546786,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,37546,9400,4420,6113,2467,397,4425,5863,2126,7323,378,,,,,,,11.77,16.28,6.57,1.06,11.79,15.62,5.66,19.5,1.01
Kobe,Ethiopia,41.7469,4.481,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,25359,5679,3320,5046,2534,131,3162,4559,3839,1580,104,,,,,,,13.09,19.9,9.99,0.52,12.47,17.98,15.14,6.23,0.41
Helawein,Ethiopia,41.8622,4.369878,8/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=259.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Aug%202011.xls,13677,3125,1756,2463,1071,111,1686,2314,1499,1624,85,,,,,,,12.84,18.01,7.83,0.81,12.33,16.92,10.96,11.87,0.62
Melkadida,Ethiopia,41.703053,4.523053,8/26/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=258.xls&name=Dollo%20Ado%20Population%20Statistics_26%20Aug%202011.xls,39782,9836,5554,7669,3431,131,5343,7294,5582,3173,190,,,,,,,13.96,19.28,8.62,0.33,13.43,18.33,14.03,7.98,0.48
